Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural,Anxiety,Eye Strain,Obesity Risk,Poor Sleep,Age_Group,Educational_Time,Recreational_Time,Cluster,User_Segment,Risk_Score,Risk_Category
12,Female,4.59,TV,True,0.31,"Eye Strain, Obesity Risk",Urban,0,1,1,0,11-13,1.4229,3.1670999999999996,2,Low Usage,1.0,Medium Risk
9,Male,3.64,TV,True,0.41,Poor Sleep,Rural,0,0,0,1,5-10,1.4924,2.1476,1,Heavy Usage,1.0,Medium Risk
18,Male,3.32,Smartphone,True,0.39,Poor Sleep,Urban,0,0,0,1,17-19,1.2948,2.0252,2,Low Usage,1.0,Medium Risk
9,Female,3.62,TV,True,0.48,Poor Sleep,Urban,0,0,0,1,5-10,1.7376,1.8824,1,Heavy Usage,1.0,Medium Risk
11,Female,4.02,TV,True,0.47,Poor Sleep,Urban,0,0,0,1,11-13,1.8893999999999997,2.1306,1,Heavy Usage,1.0,Medium Risk
17,Male,5.46,Tablet,True,0.32,"Poor Sleep, Eye Strain, Anxiety",Rural,1,1,0,1,17-19,1.7472,3.7127999999999997,2,Low Usage,1.0,Medium Risk
9,Male,7.91,Tablet,True,0.49,"Poor Sleep, Eye Strain",Urban,0,1,0,1,5-10,3.8759,4.0341000000000005,0,Moderate Usage,1.0,Medium Risk
16,Female,4.42,Laptop,True,0.45,"Poor Sleep, Eye Strain, Anxiety",Urban,1,1,0,1,17-19,1.989,2.431,1,Heavy Usage,1.0,Medium Risk
13,Female,4.49,Tablet,True,0.41,"Poor Sleep, Eye Strain, Anxiety",Urban,1,1,0,1,14-16,1.8409,2.6491000000000002,2,Low Usage,1.0,Medium Risk
11,Female,4.18,Smartphone,True,0.37,"Poor Sleep, Eye Strain, Anxiety",Rural,1,1,0,1,11-13,1.5466,2.6334,2,Low Usage,1.0,Medium Risk
13,Female,3.2,Smartphone,True,0.43,"Poor Sleep, Eye Strain",Urban,0,1,0,1,14-16,1.3760000000000001,1.824,1,Heavy Usage,1.0,Medium Risk
11,Male,4.76,Smartphone,True,0.42,"Poor Sleep, Anxiety",Rural,1,0,0,1,11-13,1.9991999999999999,2.7607999999999997,1,Heavy Usage,1.0,Medium Risk
10,Male,7.08,Smartphone,True,0.58,Poor Sleep,Urban,0,0,0,1,11-13,4.1064,2.9736000000000002,0,Moderate Usage,1.0,Medium Risk
16,Female,4.91,Smartphone,True,0.39,Poor Sleep,Rural,0,0,0,1,17-19,1.9149,2.9951,2,Low Usage,1.0,Medium Risk
13,Female,5.41,Laptop,True,0.39,Poor Sleep,Urban,0,0,0,1,14-16,2.1099,3.3001,2,Low Usage,1.0,Medium Risk
12,Male,4.87,TV,True,0.49,Eye Strain,Urban,0,1,0,0,11-13,2.3863,2.4837000000000002,1,Heavy Usage,1.0,Medium Risk
15,Female,5.84,Smartphone,True,0.37,Poor Sleep,Rural,0,0,0,1,14-16,2.1608,3.6792,2,Low Usage,1.0,Medium Risk
11,Female,4.45,TV,True,0.45,Poor Sleep,Urban,0,0,0,1,11-13,2.0025,2.4475000000000002,1,Heavy Usage,1.0,Medium Risk
18,Female,4.08,Smartphone,True,0.35,Poor Sleep,Urban,0,0,0,1,17-19,1.428,2.652,2,Low Usage,1.0,Medium Risk
10,Female,7.18,TV,True,0.56,"Poor Sleep, Eye Strain",Urban,0,1,0,1,11-13,4.0208,3.1591999999999993,0,Moderate Usage,1.0,Medium Risk
10,Female,3.15,Tablet,True,0.57,"Poor Sleep, Eye Strain",Urban,0,1,0,1,11-13,1.7954999999999999,1.3545,1,Heavy Usage,1.0,Medium Risk
12,Male,5.49,Smartphone,True,0.34,Eye Strain,Rural,0,1,0,0,11-13,1.8666000000000003,3.6234,2,Low Usage,1.0,Medium Risk
17,Male,4.21,Smartphone,True,0.33,Poor Sleep,Urban,0,0,0,1,17-19,1.3893,2.8207,2,Low Usage,1.0,Medium Risk
9,Male,5.29,Smartphone,True,0.52,Eye Strain,Urban,0,1,0,0,5-10,2.7508,2.5392,1,Heavy Usage,1.0,Medium Risk
9,Male,3.21,TV,True,0.48,"Poor Sleep, Anxiety",Rural,1,0,0,1,5-10,1.5408,1.6692,1,Heavy Usage,1.0,Medium Risk
15,Female,5.65,Tablet,True,0.44,"Poor Sleep, Anxiety",Urban,1,0,0,1,14-16,2.486,3.164,0,Moderate Usage,1.0,Medium Risk
16,Male,5.26,Smartphone,True,0.45,"Poor Sleep, Eye Strain",Urban,0,1,0,1,17-19,2.367,2.893,1,Heavy Usage,1.0,Medium Risk
10,Female,5.01,Smartphone,True,0.5,Anxiety,Urban,1,0,0,0,11-13,2.505,2.505,1,Heavy Usage,1.0,Medium Risk
16,Male,4.33,Smartphone,True,0.31,Obesity Risk,Urban,0,0,1,0,17-19,1.3423,2.9877000000000002,2,Low Usage,1.0,Medium Risk
10,Female,4.29,Smartphone,True,0.43,Poor Sleep,Urban,0,0,0,1,11-13,1.8447,2.4453,1,Heavy Usage,1.0,Medium Risk
16,Female,4.8,Laptop,True,0.34,"Poor Sleep, Eye Strain",Urban,0,1,0,1,17-19,1.6320000000000001,3.1679999999999997,2,Low Usage,1.0,Medium Risk
10,Male,6.25,TV,True,0.44,"Poor Sleep, Obesity Risk",Urban,0,0,1,1,11-13,2.75,3.5,0,Moderate Usage,1.0,Medium Risk
14,Female,7.3,Smartphone,True,0.34,"Poor Sleep, Eye Strain",Urban,0,1,0,1,14-16,2.482,4.818,0,Moderate Usage,1.0,Medium Risk
8,Female,8.63,Smartphone,True,0.41,"Poor Sleep, Obesity Risk",Urban,0,0,1,1,5-10,3.5383,5.091700000000001,0,Moderate Usage,1.0,Medium Risk
11,Female,5.2,Laptop,True,0.5,Anxiety,Urban,1,0,0,0,11-13,2.6,2.6,1,Heavy Usage,1.0,Medium Risk
14,Female,4.22,Smartphone,True,0.46,"Anxiety, Obesity Risk",Rural,1,0,1,0,14-16,1.9412,2.2787999999999995,1,Heavy Usage,1.0,Medium Risk
15,Female,4.43,TV,True,0.36,"Poor Sleep, Eye Strain",Urban,0,1,0,1,14-16,1.5947999999999998,2.8352,2,Low Usage,1.0,Medium Risk
8,Male,3.41,TV,True,0.51,Poor Sleep,Urban,0,0,0,1,5-10,1.7391,1.6709,1,Heavy Usage,1.0,Medium Risk
12,Female,5.22,TV,True,0.41,Eye Strain,Rural,0,1,0,0,11-13,2.1401999999999997,3.0798,2,Low Usage,1.0,Medium Risk
14,Male,4.33,Smartphone,True,0.38,Poor Sleep,Urban,0,0,0,1,14-16,1.6454,2.6846,2,Low Usage,1.0,Medium Risk
11,Male,3.25,Tablet,True,0.3,Poor Sleep,Urban,0,0,0,1,11-13,0.975,2.275,2,Low Usage,1.0,Medium Risk
11,Male,4.03,TV,True,0.39,Obesity Risk,Urban,0,0,1,0,11-13,1.5717,2.4583000000000004,2,Low Usage,1.0,Medium Risk
13,Female,4.41,Smartphone,True,0.31,"Poor Sleep, Eye Strain, Anxiety",Rural,1,1,0,1,14-16,1.3671,3.0429000000000004,2,Low Usage,1.0,Medium Risk
14,Female,4.92,Laptop,True,0.31,"Poor Sleep, Anxiety",Urban,1,0,0,1,14-16,1.5252,3.3948,2,Low Usage,1.0,Medium Risk
18,Female,5.05,Laptop,True,0.32,Eye Strain,Urban,0,1,0,0,17-19,1.6159999999999999,3.434,2,Low Usage,1.0,Medium Risk
13,Female,4.18,Smartphone,True,0.37,Poor Sleep,Urban,0,0,0,1,14-16,1.5466,2.6334,2,Low Usage,1.0,Medium Risk
14,Female,6.23,TV,True,0.43,Eye Strain,Urban,0,1,0,0,14-16,2.6789,3.5511000000000004,0,Moderate Usage,1.0,Medium Risk
13,Female,6.12,TV,True,0.36,"Poor Sleep, Eye Strain",Urban,0,1,0,1,14-16,2.2032,3.9168000000000003,2,Low Usage,1.0,Medium Risk
12,Female,4.24,Laptop,True,0.43,"Eye Strain, Obesity Risk",Rural,0,1,1,0,11-13,1.8232000000000002,2.4168000000000003,1,Heavy Usage,1.0,Medium Risk
18,Male,5.54,Laptop,True,0.43,Anxiety,Urban,1,0,0,0,17-19,2.3822,3.1578,0,Moderate Usage,1.0,Medium Risk
13,Female,3.79,Laptop,True,0.31,Poor Sleep,Rural,0,0,0,1,14-16,1.1749,2.6151,2,Low Usage,1.0,Medium Risk
12,Male,5.04,Smartphone,True,0.36,"Poor Sleep, Eye Strain",Rural,0,1,0,1,11-13,1.8144,3.2256,2,Low Usage,1.0,Medium Risk
17,Female,5.83,Smartphone,True,0.5,"Poor Sleep, Eye Strain, Anxiety",Urban,1,1,0,1,17-19,2.915,2.915,0,Moderate Usage,1.0,Medium Risk
14,Male,4.27,Smartphone,True,0.38,Poor Sleep,Urban,0,0,0,1,14-16,1.6225999999999998,2.6473999999999998,2,Low Usage,1.0,Medium Risk
17,Female,5.82,Laptop,True,0.47,Poor Sleep,Urban,0,0,0,1,17-19,2.7354,3.0846000000000005,0,Moderate Usage,1.0,Medium Risk
14,Female,6.12,Laptop,True,0.49,Poor Sleep,Rural,0,0,0,1,14-16,2.9988,3.1212,0,Moderate Usage,1.0,Medium Risk
12,Male,4.61,Laptop,True,0.43,"Poor Sleep, Eye Strain",Rural,0,1,0,1,11-13,1.9823000000000002,2.6277,1,Heavy Usage,1.0,Medium Risk
12,Female,5.92,Laptop,True,0.46,"Poor Sleep, Anxiety",Rural,1,0,0,1,11-13,2.7232000000000003,3.1967999999999996,0,Moderate Usage,1.0,Medium Risk
17,Female,5.68,Laptop,True,0.37,"Poor Sleep, Obesity Risk",Urban,0,0,1,1,17-19,2.1016,3.5784,2,Low Usage,1.0,Medium Risk
12,Male,4.8,Smartphone,True,0.49,"Poor Sleep, Eye Strain",Urban,0,1,0,1,11-13,2.352,2.448,1,Heavy Usage,1.0,Medium Risk
12,Female,6.42,Smartphone,True,0.41,Poor Sleep,Urban,0,0,0,1,11-13,2.6321999999999997,3.7878000000000003,0,Moderate Usage,1.0,Medium Risk
9,Male,5.65,Smartphone,True,0.58,Poor Sleep,Urban,0,0,0,1,5-10,3.277,2.373,0,Moderate Usage,1.0,Medium Risk
11,Female,4.08,Laptop,True,0.46,"Poor Sleep, Eye Strain",Urban,0,1,0,1,11-13,1.8768,2.2032,1,Heavy Usage,1.0,Medium Risk
8,Male,7.65,Smartphone,True,0.57,Obesity Risk,Urban,0,0,1,0,5-10,4.3605,3.2895000000000003,0,Moderate Usage,1.0,Medium Risk
10,Male,4.56,Tablet,True,0.42,Poor Sleep,Urban,0,0,0,1,11-13,1.9151999999999998,2.6448,1,Heavy Usage,1.0,Medium Risk
8,Male,6.45,Smartphone,True,0.45,"Poor Sleep, Anxiety",Urban,1,0,0,1,5-10,2.9025000000000003,3.5475,0,Moderate Usage,1.0,Medium Risk
18,Male,4.86,TV,True,0.4,"Poor Sleep, Anxiety",Urban,1,0,0,1,17-19,1.9440000000000002,2.9160000000000004,2,Low Usage,1.0,Medium Risk
12,Male,3.88,Smartphone,True,0.37,"Poor Sleep, Anxiety",Urban,1,0,0,1,11-13,1.4356,2.4444,2,Low Usage,1.0,Medium Risk
14,Female,5.57,Tablet,True,0.45,"Poor Sleep, Anxiety",Urban,1,0,0,1,14-16,2.5065000000000004,3.0635,0,Moderate Usage,1.0,Medium Risk
12,Male,3.26,Laptop,True,0.47,"Poor Sleep, Anxiety",Urban,1,0,0,1,11-13,1.5321999999999998,1.7278,1,Heavy Usage,1.0,Medium Risk
11,Male,6.27,Smartphone,True,0.34,"Poor Sleep, Anxiety",Urban,1,0,0,1,11-13,2.1318,4.138199999999999,2,Low Usage,1.0,Medium Risk
9,Male,4.95,Smartphone,True,0.51,"Poor Sleep, Eye Strain",Rural,0,1,0,1,5-10,2.5245,2.4255,1,Heavy Usage,1.0,Medium Risk
15,Male,4.45,Laptop,True,0.49,Anxiety,Urban,1,0,0,0,14-16,2.1805,2.2695000000000003,1,Heavy Usage,1.0,Medium Risk
16,Female,4.88,Smartphone,True,0.46,Obesity Risk,Urban,0,0,1,0,17-19,2.2448,2.6351999999999998,1,Heavy Usage,1.0,Medium Risk
13,Male,4.98,Smartphone,True,0.47,Eye Strain,Urban,0,1,0,0,14-16,2.3406000000000002,2.6394,1,Heavy Usage,1.0,Medium Risk
17,Female,5.25,Laptop,True,0.33,Poor Sleep,Urban,0,0,0,1,17-19,1.7325000000000002,3.5175,2,Low Usage,1.0,Medium Risk
12,Male,5.85,Smartphone,True,0.47,"Eye Strain, Obesity Risk",Urban,0,1,1,0,11-13,2.7495,3.1005,0,Moderate Usage,1.0,Medium Risk
8,Female,7.8,TV,True,0.54,"Poor Sleep, Anxiety",Urban,1,0,0,1,5-10,4.212,3.588,0,Moderate Usage,1.0,Medium Risk
15,Male,5.44,TV,True,0.35,Anxiety,Urban,1,0,0,0,14-16,1.904,3.5360000000000005,2,Low Usage,1.0,Medium Risk
16,Female,4.95,Smartphone,True,0.43,"Poor Sleep, Eye Strain, Anxiety",Rural,1,1,0,1,17-19,2.1285,2.8215000000000003,1,Heavy Usage,1.0,Medium Risk
16,Female,5.33,TV,True,0.46,Obesity Risk,Urban,0,0,1,0,17-19,2.4518,2.8782,1,Heavy Usage,1.0,Medium Risk
8,Female,5.88,Tablet,True,0.44,Poor Sleep,Rural,0,0,0,1,5-10,2.5872,3.2927999999999997,0,Moderate Usage,1.0,Medium Risk
8,Female,3.08,Tablet,True,0.5,Poor Sleep,Rural,0,0,0,1,5-10,1.54,1.54,1,Heavy Usage,1.0,Medium Risk
17,Male,4.93,Smartphone,True,0.34,Poor Sleep,Urban,0,0,0,1,17-19,1.6762000000000001,3.2537999999999996,2,Low Usage,1.0,Medium Risk
9,Female,3.93,TV,True,0.46,Anxiety,Urban,1,0,0,0,5-10,1.8078,2.1222000000000003,1,Heavy Usage,1.0,Medium Risk
17,Female,4.36,Laptop,True,0.39,"Poor Sleep, Anxiety",Urban,1,0,0,1,17-19,1.7004000000000001,2.6596,2,Low Usage,1.0,Medium Risk
15,Male,4.4,Smartphone,True,0.38,"Poor Sleep, Obesity Risk",Urban,0,0,1,1,14-16,1.6720000000000002,2.728,2,Low Usage,1.0,Medium Risk
12,Female,3.72,Tablet,True,0.44,Poor Sleep,Urban,0,0,0,1,11-13,1.6368,2.0832,1,Heavy Usage,1.0,Medium Risk
18,Male,3.81,Smartphone,True,0.33,Poor Sleep,Urban,0,0,0,1,17-19,1.2573,2.5526999999999997,2,Low Usage,1.0,Medium Risk
14,Female,4.99,TV,True,0.48,Poor Sleep,Urban,0,0,0,1,14-16,2.3952,2.5948,1,Heavy Usage,1.0,Medium Risk
15,Female,4.73,Smartphone,True,0.37,Poor Sleep,Rural,0,0,0,1,14-16,1.7501000000000002,2.9799,2,Low Usage,1.0,Medium Risk
18,Male,4.32,TV,True,0.43,"Poor Sleep, Eye Strain",Rural,0,1,0,1,17-19,1.8576000000000001,2.4624,1,Heavy Usage,1.0,Medium Risk
13,Female,3.47,TV,True,0.42,Eye Strain,Urban,0,1,0,0,14-16,1.4574,2.0126,1,Heavy Usage,1.0,Medium Risk
8,Male,8.99,Smartphone,True,0.46,"Eye Strain, Obesity Risk",Urban,0,1,1,0,5-10,4.135400000000001,4.8546,0,Moderate Usage,1.0,Medium Risk
15,Female,4.69,Smartphone,True,0.33,"Poor Sleep, Anxiety",Rural,1,0,0,1,14-16,1.5477000000000003,3.1423,2,Low Usage,1.0,Medium Risk
12,Male,3.65,TV,True,0.46,"Poor Sleep, Eye Strain, Obesity Risk",Urban,0,1,1,1,11-13,1.679,1.9709999999999999,1,Heavy Usage,1.0,Medium Risk
8,Female,3.71,Tablet,True,0.52,"Poor Sleep, Obesity Risk",Urban,0,0,1,1,5-10,1.9292,1.7808,1,Heavy Usage,1.0,Medium Risk
14,Male,6.34,Laptop,True,0.46,"Poor Sleep, Eye Strain",Urban,0,1,0,1,14-16,2.9164,3.4236,0,Moderate Usage,1.0,Medium Risk
15,Male,4.16,Smartphone,True,0.34,"Poor Sleep, Eye Strain",Urban,0,1,0,1,14-16,1.4144,2.7456,2,Low Usage,1.0,Medium Risk
15,Male,5.17,Smartphone,True,0.41,"Poor Sleep, Eye Strain",Rural,0,1,0,1,14-16,2.1197,3.0503,2,Low Usage,1.0,Medium Risk
16,Female,5.11,TV,True,0.34,Poor Sleep,Urban,0,0,0,1,17-19,1.7374000000000003,3.3726000000000003,2,Low Usage,1.0,Medium Risk
14,Male,5.07,Smartphone,True,0.34,Eye Strain,Urban,0,1,0,0,14-16,1.7238000000000002,3.3462,2,Low Usage,1.0,Medium Risk
15,Female,3.7,Smartphone,True,0.32,Poor Sleep,Urban,0,0,0,1,14-16,1.1840000000000002,2.516,2,Low Usage,1.0,Medium Risk
10,Male,4.37,Smartphone,True,0.56,"Poor Sleep, Obesity Risk",Rural,0,0,1,1,11-13,2.4472000000000005,1.9227999999999996,1,Heavy Usage,1.0,Medium Risk
8,Male,6.33,Tablet,True,0.54,"Poor Sleep, Anxiety, Obesity Risk",Rural,1,0,1,1,5-10,3.4182,2.9118,0,Moderate Usage,1.0,Medium Risk
12,Female,3.27,TV,True,0.43,Poor Sleep,Urban,0,0,0,1,11-13,1.4061,1.8639000000000001,1,Heavy Usage,1.0,Medium Risk
11,Female,4.95,Smartphone,True,0.41,"Poor Sleep, Eye Strain, Anxiety",Urban,1,1,0,1,11-13,2.0295,2.9205,2,Low Usage,1.0,Medium Risk
12,Female,3.24,Laptop,True,0.37,"Anxiety, Obesity Risk",Urban,1,0,1,0,11-13,1.1988,2.0412,2,Low Usage,1.0,Medium Risk
15,Female,4.19,Smartphone,True,0.37,Poor Sleep,Rural,0,0,0,1,14-16,1.5503000000000002,2.6397000000000004,2,Low Usage,1.0,Medium Risk
11,Female,4.38,TV,True,0.44,"Poor Sleep, Obesity Risk",Rural,0,0,1,1,11-13,1.9272,2.4528,1,Heavy Usage,1.0,Medium Risk
11,Female,3.99,Laptop,True,0.33,Poor Sleep,Rural,0,0,0,1,11-13,1.3167000000000002,2.6733000000000002,2,Low Usage,1.0,Medium Risk
10,Male,3.06,TV,True,0.53,"Poor Sleep, Anxiety",Urban,1,0,0,1,11-13,1.6218000000000001,1.4382,1,Heavy Usage,1.0,Medium Risk
14,Female,6.32,Tablet,True,0.36,Poor Sleep,Urban,0,0,0,1,14-16,2.2752,4.0448,2,Low Usage,1.0,Medium Risk
10,Female,8.26,TV,True,0.59,Poor Sleep,Urban,0,0,0,1,11-13,4.873399999999999,3.3866000000000005,0,Moderate Usage,1.0,Medium Risk
17,Female,4.75,Smartphone,True,0.34,"Poor Sleep, Eye Strain, Obesity Risk",Urban,0,1,1,1,17-19,1.6150000000000002,3.135,2,Low Usage,1.0,Medium Risk
12,Female,5.49,TV,True,0.33,"Poor Sleep, Eye Strain",Urban,0,1,0,1,11-13,1.8117,3.6783,2,Low Usage,1.0,Medium Risk
12,Male,4.26,Laptop,True,0.43,Poor Sleep,Urban,0,0,0,1,11-13,1.8317999999999999,2.4282,1,Heavy Usage,1.0,Medium Risk
13,Male,7.41,TV,True,0.3,"Poor Sleep, Eye Strain, Anxiety",Urban,1,1,0,1,14-16,2.223,5.187,2,Low Usage,1.0,Medium Risk
15,Female,3.67,Smartphone,True,0.46,Eye Strain,Rural,0,1,0,0,14-16,1.6882000000000001,1.9817999999999998,1,Heavy Usage,1.0,Medium Risk
17,Male,4.51,Smartphone,True,0.48,Poor Sleep,Rural,0,0,0,1,17-19,2.1647999999999996,2.3452,1,Heavy Usage,1.0,Medium Risk
8,Male,3.25,Smartphone,True,0.43,Eye Strain,Rural,0,1,0,0,5-10,1.3975,1.8525,1,Heavy Usage,1.0,Medium Risk
15,Female,4.1,Smartphone,True,0.41,Poor Sleep,Urban,0,0,0,1,14-16,1.6809999999999998,2.4189999999999996,1,Heavy Usage,1.0,Medium Risk
15,Female,5.91,Smartphone,True,0.32,Poor Sleep,Urban,0,0,0,1,14-16,1.8912,4.018800000000001,2,Low Usage,1.0,Medium Risk
16,Female,5.79,Smartphone,True,0.39,"Poor Sleep, Anxiety",Urban,1,0,0,1,17-19,2.2581,3.5319,2,Low Usage,1.0,Medium Risk
16,Male,5.96,Smartphone,True,0.31,"Poor Sleep, Anxiety",Urban,1,0,0,1,17-19,1.8476,4.1124,2,Low Usage,1.0,Medium Risk
9,Female,7.73,Smartphone,True,0.53,Poor Sleep,Rural,0,0,0,1,5-10,4.096900000000001,3.6330999999999998,0,Moderate Usage,1.0,Medium Risk
10,Female,4.17,Smartphone,True,0.58,Poor Sleep,Rural,0,0,0,1,11-13,2.4185999999999996,1.7514000000000003,1,Heavy Usage,1.0,Medium Risk
8,Male,8.12,Smartphone,True,0.49,"Poor Sleep, Eye Strain, Obesity Risk",Urban,0,1,1,1,5-10,3.9787999999999997,4.1411999999999995,0,Moderate Usage,1.0,Medium Risk
16,Female,6.64,Smartphone,True,0.42,"Poor Sleep, Obesity Risk",Rural,0,0,1,1,17-19,2.7887999999999997,3.8512,0,Moderate Usage,1.0,Medium Risk
16,Male,3.82,TV,True,0.41,Poor Sleep,Urban,0,0,0,1,17-19,1.5661999999999998,2.2538,1,Heavy Usage,1.0,Medium Risk
16,Male,5.05,Smartphone,True,0.42,Poor Sleep,Urban,0,0,0,1,17-19,2.121,2.929,1,Heavy Usage,1.0,Medium Risk
17,Male,5.69,Laptop,True,0.31,Poor Sleep,Urban,0,0,0,1,17-19,1.7639,3.9261000000000004,2,Low Usage,1.0,Medium Risk
14,Female,3.34,Tablet,True,0.48,"Poor Sleep, Obesity Risk",Urban,0,0,1,1,14-16,1.6032,1.7368,1,Heavy Usage,1.0,Medium Risk
17,Male,4.23,Laptop,True,0.33,"Poor Sleep, Anxiety",Rural,1,0,0,1,17-19,1.3959000000000001,2.8341000000000003,2,Low Usage,1.0,Medium Risk
12,Male,3.21,TV,True,0.32,Poor Sleep,Urban,0,0,0,1,11-13,1.0272000000000001,2.1828,2,Low Usage,1.0,Medium Risk
11,Male,3.2,TV,True,0.44,Anxiety,Rural,1,0,0,0,11-13,1.4080000000000001,1.792,1,Heavy Usage,1.0,Medium Risk
18,Male,3.96,Smartphone,True,0.46,Poor Sleep,Urban,0,0,0,1,17-19,1.8216,2.1384,1,Heavy Usage,1.0,Medium Risk
15,Male,5.98,TV,True,0.48,"Poor Sleep, Anxiety",Urban,1,0,0,1,14-16,2.8704,3.1096000000000004,0,Moderate Usage,1.0,Medium Risk
13,Female,5.65,Laptop,True,0.43,"Anxiety, Obesity Risk",Rural,1,0,1,0,14-16,2.4295,3.2205000000000004,0,Moderate Usage,1.0,Medium Risk
12,Female,3.22,Laptop,True,0.39,"Poor Sleep, Eye Strain",Urban,0,1,0,1,11-13,1.2558,1.9642000000000002,2,Low Usage,1.0,Medium Risk
18,Male,5.82,Laptop,True,0.38,"Eye Strain, Obesity Risk",Urban,0,1,1,0,17-19,2.2116000000000002,3.6084,2,Low Usage,1.0,Medium Risk
17,Male,4.57,Tablet,True,0.31,"Eye Strain, Anxiety",Urban,1,1,0,0,17-19,1.4167,3.1533,2,Low Usage,1.0,Medium Risk
15,Male,4.74,Laptop,True,0.36,"Poor Sleep, Eye Strain",Urban,0,1,0,1,14-16,1.7064,3.0336000000000003,2,Low Usage,1.0,Medium Risk
14,Male,3.26,Smartphone,True,0.49,Poor Sleep,Urban,0,0,0,1,14-16,1.5974,1.6625999999999999,1,Heavy Usage,1.0,Medium Risk
15,Female,4.07,Smartphone,True,0.36,"Eye Strain, Obesity Risk",Urban,0,1,1,0,14-16,1.4652,2.6048,2,Low Usage,1.0,Medium Risk
16,Male,5.49,Smartphone,True,0.46,Obesity Risk,Urban,0,0,1,0,17-19,2.5254000000000003,2.9646,0,Moderate Usage,1.0,Medium Risk
13,Male,4.87,TV,True,0.32,Poor Sleep,Urban,0,0,0,1,14-16,1.5584,3.3116000000000003,2,Low Usage,1.0,Medium Risk
12,Female,3.97,Smartphone,True,0.49,Eye Strain,Rural,0,1,0,0,11-13,1.9453,2.0247,1,Heavy Usage,1.0,Medium Risk
15,Male,5.74,Tablet,True,0.38,"Poor Sleep, Anxiety",Urban,1,0,0,1,14-16,2.1812,3.5588,2,Low Usage,1.0,Medium Risk
12,Female,4.02,Smartphone,True,0.31,"Eye Strain, Anxiety",Urban,1,1,0,0,11-13,1.2461999999999998,2.7737999999999996,2,Low Usage,1.0,Medium Risk
17,Female,4.93,TV,True,0.37,"Poor Sleep, Anxiety, Obesity Risk",Urban,1,0,1,1,17-19,1.8240999999999998,3.1059,2,Low Usage,1.0,Medium Risk
14,Male,4.75,Smartphone,True,0.37,Poor Sleep,Rural,0,0,0,1,14-16,1.7575,2.9924999999999997,2,Low Usage,1.0,Medium Risk
8,Female,3.28,Smartphone,True,0.59,"Eye Strain, Obesity Risk",Urban,0,1,1,0,5-10,1.9351999999999998,1.3448,1,Heavy Usage,1.0,Medium Risk
16,Female,3.48,Smartphone,True,0.44,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban,1,1,1,1,17-19,1.5312,1.9488,1,Heavy Usage,1.0,Medium Risk
15,Female,5.17,Laptop,True,0.38,"Poor Sleep, Eye Strain",Rural,0,1,0,1,14-16,1.9646,3.2054,2,Low Usage,1.0,Medium Risk
14,Female,3.3,Tablet,True,0.46,"Poor Sleep, Anxiety",Urban,1,0,0,1,14-16,1.518,1.7819999999999998,1,Heavy Usage,1.0,Medium Risk
18,Female,5.35,Smartphone,True,0.4,Poor Sleep,Rural,0,0,0,1,17-19,2.14,3.2099999999999995,2,Low Usage,1.0,Medium Risk
13,Male,3.82,TV,True,0.49,Anxiety,Urban,1,0,0,0,14-16,1.8718,1.9482,1,Heavy Usage,1.0,Medium Risk
13,Female,3.39,TV,True,0.36,Poor Sleep,Urban,0,0,0,1,14-16,1.2204,2.1696,2,Low Usage,1.0,Medium Risk
13,Female,3.77,Smartphone,True,0.3,Poor Sleep,Urban,0,0,0,1,14-16,1.131,2.6390000000000002,2,Low Usage,1.0,Medium Risk
9,Male,4.39,TV,True,0.49,"Poor Sleep, Anxiety",Urban,1,0,0,1,5-10,2.1511,2.2388999999999997,1,Heavy Usage,1.0,Medium Risk
9,Female,4.35,TV,True,0.45,"Poor Sleep, Obesity Risk",Urban,0,0,1,1,5-10,1.9574999999999998,2.3925,1,Heavy Usage,1.0,Medium Risk
12,Male,4.72,TV,True,0.4,"Poor Sleep, Eye Strain, Anxiety",Rural,1,1,0,1,11-13,1.888,2.832,2,Low Usage,1.0,Medium Risk
18,Male,3.82,Laptop,True,0.42,"Poor Sleep, Eye Strain",Urban,0,1,0,1,17-19,1.6043999999999998,2.2156000000000002,1,Heavy Usage,1.0,Medium Risk
9,Female,6.33,Tablet,True,0.48,"Poor Sleep, Eye Strain",Urban,0,1,0,1,5-10,3.0383999999999998,3.2916000000000003,0,Moderate Usage,1.0,Medium Risk
10,Male,7.55,TV,True,0.47,Eye Strain,Urban,0,1,0,0,11-13,3.5484999999999998,4.0015,0,Moderate Usage,1.0,Medium Risk
14,Female,5.92,Laptop,True,0.49,"Poor Sleep, Obesity Risk",Urban,0,0,1,1,14-16,2.9008,3.0192,0,Moderate Usage,1.0,Medium Risk
15,Female,3.39,Smartphone,True,0.35,Anxiety,Urban,1,0,0,0,14-16,1.1864999999999999,2.2035,2,Low Usage,1.0,Medium Risk
13,Female,5.2,TV,True,0.37,"Poor Sleep, Obesity Risk",Urban,0,0,1,1,14-16,1.924,3.2760000000000002,2,Low Usage,1.0,Medium Risk
18,Male,3.39,Laptop,True,0.42,"Poor Sleep, Anxiety",Rural,1,0,0,1,17-19,1.4238,1.9662000000000002,1,Heavy Usage,1.0,Medium Risk
